motif,num_profiles,profiles
K1a4a1a3,5,KM101905.1 JN122621.1 GU371909.1 GU123015.1 GU122978.1 
K1a4a1a2,6,KM101914.1 JX153167.1 JQ705714.1 JQ703212.1 JQ703168.1 KY408152.1 
K1a4a1a2a,28,KT700199.1 JX153646.1 JX153525.1 JX153374.1 JX153264.1 JQ705556.1 JQ705270.1 JQ703685.1 KF723707.1 JN559854.1 HM031133.1 GU361766.1 KF162749.1 MZ848085.1 MZ847992.1 MZ847980.1 MZ847909.1 MZ847729.1 MZ846774.1 MZ846735.1 MZ846722.1 MZ846564.1 MZ846562.1 MZ846312.1 KF162058.1 KF161995.1 KF161951.1 EU328539.1 
K1a4a1a2b,28,KR712273.1 KF161092.1 KP752420.1 KJ801422.1 JX153663.1 JX153257.1 JX153253.1 JX153211.1 JQ703880.1 JQ703782.1 JQ703763.1 JQ702896.1 JQ702797.1 JQ702238.1 JQ701810.1 MZ847523.1 MZ387959.1 MZ387659.1 MZ387657.1 MF399064.1 MF356230.1 KF162364.1 KF162127.1 MK059519.1 MK059517.1 MF774675.1 KF161920.1 KF161836.1 
K1a4a1b,3,JQ703407.1 JQ702610.1 MN540472.1 
K1a4a1b1,5,JQ702779.1 GU971379.1 GU191795.1 MZ386810.1 EU677385.1 
K1a4a1b2,2,EF464682.1 JQ703171.1 
K1a4a1c,4,JX153840.1 JN258704.1 OM714604.1 MK059522.1 
K1a4a1c1,2,JQ705215.1 KY408239.1 
K1a4a1d,3,AY495266.1 JQ705558.1 JQ705404.1 
K1a4a1e,16,KF161298.1 KJ446001.1 JX297150.1 JQ704526.1 HM103359.1 KF451831.1 MZ920963.1 KF162742.1 MZ920451.1 MZ920379.1 MN046540.1 MN046537.1 MN046479.1 MN046427.1 KF162102.1 EU597496.1 
K1a4a1f,5,KM101821.1 JQ705816.1 JQ703548.1 HQ336048.1 MF497485.1 
K1a4a1f1,4,JX127147.1 JQ702760.1 JQ702302.1 HQ843088.1 
K1a4a1g,4,JX048671.1 JQ704759.1 JQ703807.1 OL638779.1 
K1a4a1h,4,KF161479.1 JQ701994.1 JN001930.1 KF161570.1 
K1a4a1i,3,JQ702315.1 OL638953.1 KF417432.1 
K1a4b,7,KT749814.1 JX273287.1 MH120657.1 MZ387843.1 MK491478.1 MK491436.1 EU675299.1 
K1a4b1,5,KJ445989.1 JX273284.1 JX273257.1 JN088539.1 KF451142.1 
K1a4c,3,DQ301809.1 MF437093.1 KY797240.1 
K1a4c1,7,KX231660.1 KC911519.1 JQ706020.1 JQ703523.1 HQ538515.1 HQ435872.1 MF362939.1 
K1a4d,32,KF161393.1 KF161368.1 KF161319.1 KT698034.1 KT698000.1 KM101857.1 AY495259.1 AY495255.1 AY495253.1 JQ705775.1 JQ705629.1 JQ704963.1 JQ704760.1 JQ703085.1 JQ703048.1 JQ703034.1 JQ703025.1 JQ702076.1 JQ701838.1 JF710373.1 HM565771.1 OR438607.1 KF162714.1 MZ386840.1 EU926621.1 EU714298.1 KF162139.1 KF162073.1 KF162022.1 KY782173.1 KF163021.1 KF163019.1 
K1a4e,0,
K1a4f,11,KF163000.1 KJ446008.1 KJ446007.1 KC900995.1 JX273279.1 JX273277.1 JX273267.1 GU722601.1 KF451261.1 KF451223.1 MN687262.1 
K1a4f1,4,EF177416.1 JX153062.1 JQ704764.1 OP682369.1 
K1a4g,7,OL638724.1 OL638677.1 OL638531.1 MZ847908.1 MZ847545.1 MZ847066.1 MZ846663.1 
K1a4h,1,JQ703361.1 
K1a4h1,1,KC911589.1 
K1a4i,15,KJ446006.1 JX273270.1 JX273269.1 HM852890.1 KF451837.1 OL638511.1 OL619890.1 MG182525.1 MF522904.1 MF522886.1 MF522883.1 MF522881.1 MF522863.1 MF362933.1 MF362907.1 
K1a4+146,1,JX273271.1 
K1a4j,1,KC878714.1 
K1a4j1,4,KC911477.1 MN687272.1 MK491477.1 MH777996.1 
K1a5,3,KF161427.1 KF161113.1 KY782220.1 
K1a5a,14,DQ301793.1 KJ446005.1 KJ446004.1 KJ446003.1 KJ446002.1 JX273274.1 MT887287.1 KF451120.1 KF451115.1 KF451106.1 KF451093.1 MN516690.1 EU600368.1 EU600367.1 
K1a5b,3,KT749776.1 JQ706059.1 HQ637410.1 
K1a6,19,DQ301801.1 DQ301799.1 KJ445997.1 KJ445996.1 KJ445995.1 KJ445994.1 KJ445993.1 KJ445992.1 KJ445991.1 JX273288.1 KF451128.1 KF451127.1 KF451121.1 KF451113.1 KF451108.1 KF451103.1 KF451101.1 EU600369.1 KY797171.1 
K1a7,1,DQ301807.1 
K1a8,1,JQ702902.1 
K1a8a,1,DQ301817.1 
K1a8a1,3,JX273255.1 DQ301818.1 DQ301816.1 
K1a8b,4,JQ706052.1 FJ460554.1 FJ460551.1 MF362773.1 
K1a+195,100,KU867584.1 KF161392.1 KT749803.1 KT749775.1 KT006904.1 EF177412.1 KJ856775.1 KJ856704.1 KJ801423.1 KC763426.1 JX153901.1 JX153886.1 KF162855.1 JQ706033.1 JQ705733.1 JQ705731.1 JQ704907.1 MH120603.1 MH120564.1 JQ703267.1 JQ703100.1 JQ703051.1 JQ703006.1 JQ702854.1 JQ702517.1 JQ702365.1 JQ702070.1 KF683904.1 GU471244.1 OQ301533.1 OP682521.1 OP682518.1 OP682183.1 OP681946.1 OP681930.1 OP681928.1 OP681926.1 OP681879.1 ON155532.1 KF162750.1 MZ921234.1 MZ921215.1 MZ921170.1 MZ921060.1 KF162721.1 MZ920832.1 MZ920663.1 MZ920648.1 MZ920636.1 MZ920634.1 MZ920442.1 MZ920417.1 MZ920324.1 MZ920302.1 MZ847712.1 MZ847268.1 MZ847072.1 MZ846503.1 MZ387652.1 MW389264.1 MT588261.1 MT079071.1 MT079055.1 MT079049.1 MT079044.1 MT079042.1 MT079026.1 FJ460541.1 MN610408.1 KF448539.1 KF432855.1 MF498730.1 MF498729.1 MF498710.1 KF162445.1 EU616820.1 LS998742.1 KY797193.1 MF805690.1 KY410079.1 KY410065.1 KY409678.1 KY409180.1 KY409160.1 KY409089.1 KY409036.1 KY408940.1 KY408860.1 KY408849.1 KY408709.1 KY408705.1 KY408687.1 KY408566.1 KY408561.1 KY408500.1 KY408478.1 KY408396.1 KY408360.1 KX868660.1 KX495759.1 
K1a9,23,DQ301808.1 DQ301806.1 DQ301791.1 KJ856803.1 KC878723.1 JQ705026.1 JQ705017.1 JQ704944.1 JQ704228.1 JQ703651.1 JQ703075.1 JQ702586.1 JQ702540.1 JQ702512.1 JQ702508.1 JQ702192.1 JQ702117.1 JQ702100.1 JQ702066.1 GU295448.1 DQ301790.1 MZ387671.1 KF040496.1 
K1a10,0,
K1a10a,17,EF485042.1 KM102078.1 JX535003.1 JX415317.1 JQ704582.1 JQ704537.1 JQ704508.1 JQ704187.1 JQ703764.1 JQ703281.1 JQ702872.1 JQ702276.1 HQ287881.1 HM575425.2 HM054058.1 GU004259.2 EU170361.1 
K1a13,1,JQ702796.1 
K1a13a,17,KT698005.1 KM103658.1 KM103657.1 KM103655.1 KM103653.1 JQ706030.1 JQ705537.1 JQ704548.1 JQ702991.1 JN202723.1 GU944475.1 OR438466.1 MZ921081.1 MZ920822.1 MZ920726.1 MZ387941.1 MN610420.1 
K1a14,4,HQ675035.1 GU471243.1 OP681813.1 OL638894.1 
K1a15,5,JQ703379.1 JQ703285.1 JQ702947.1 JQ702674.1 MK059508.1 
K1a16,4,JQ704062.1 JQ703365.1 JQ702931.1 JQ702271.1 
K1a26,7,AY882395.1 JQ705689.1 JQ705433.1 JQ704591.1 GU811147.1 KF142159.1 MK618712.1 
K1a+150,13,MH482547.1 JX153010.1 JQ706049.1 JQ705901.1 JQ704663.1 JQ702273.1 KF564291.1 HM625695.1 MZ921335.1 MZ920695.1 MK217208.1 MK217195.1 KY409976.1 
K1a11,11,KT803045.1 KT725859.1 KF162944.1 JX193906.1 JX154021.1 JX154015.1 JX153165.1 JQ705747.1 JQ705523.1 KF162404.1 KF161915.1 
K1a11a,4,JQ703607.1 JQ702675.1 JN657206.1 MZ386817.1 
K1a11a1,3,JX679248.1 JQ705336.1 GU332639.1 
K1a11b,5,MZ387619.1 MZ387504.1 EU623472.1 EU603402.1 EU523125.1 
K1a24,3,KT749794.1 KC878722.1 JQ703891.1 
K1a24a,6,KT749798.1 KT749797.1 JQ705218.1 JQ704924.1 JQ702717.1 JF489152.1 
K1a30,1,KT698015.1 
K1a30a,4,KM986530.1 KC878711.1 KC878710.1 MG646270.1 
K1a31,2,KC911309.1 JQ706056.1 
K1a12,16,JQ703323.1 MT554199.1 MT554198.1 MK491410.1 MF737342.1 KY409192.1 KY409173.1 KY409075.1 KY409058.1 KY409039.1 KY408764.1 KY408692.1 KY408676.1 KY408445.1 KY408294.1 KY408259.1 
K1a12a,23,KX231545.1 KT749804.1 KT749802.1 KT749785.1 KC911383.1 KC878719.1 JX273283.1 MH120825.1 JQ706050.1 OL638593.1 MT554197.1 MT554196.1 MF523218.1 MF523181.1 MF523158.1 MF523118.1 MF523110.1 MF523070.1 MF523039.1 MF522906.1 MF522898.1 EU600363.1 EU600362.1 
K1a12a1,0,
K1a12a1a,7,JX273265.1 JQ706065.1 MG773638.1 MK217248.1 MK217184.1 MF437104.1 MF362788.1 
K1a17,12,KJ856776.1 KJ856734.1 KJ445990.1 JX153028.1 JQ706034.1 MZ920914.1 KF451167.1 MK217261.1 MK217194.1 MK217170.1 MK217169.1 MF362742.1 
K1a17a,2,JQ706064.1 EU600361.1 
K1a18,1,EU600365.1 
K1a19,12,KT749807.1 KJ690071.1 JX273291.1 JX273264.1 JQ706058.1 JQ706040.1 MG952853.1 JQ308836.1 MN687115.1 MK491384.1 MF362925.1 MF177180.1 
K1a19a,2,JQ706063.1 JQ706039.1 
K1a23,3,KF161567.1 JQ706042.1 JQ703522.1 
K1a25,2,JQ706051.1 HM625696.1 
K1a27,6,MH492659.1 JQ705460.1 JN415475.1 MF362835.1 MF362817.1 KX821323.1 
K1a28,4,JX273263.1 JX273262.1 JF303729.1 KX788153.1 
K1a29,2,JX273268.1 MF362871.1 
K1a29a,2,JX273252.1 HM852805.1 
K1b,0,
K1b1,5,MZ921287.1 MN687164.1 MK491453.1 MF362810.1 KY305013.1 
K1b1+(16093),1,MN687143.1 
K1b1a,4,MZ920564.1 MT079051.1 MN699941.1 MN046434.1 
K1b1a1,15,JQ705686.1 JQ705400.1 MH120537.1 JQ703130.1 JQ703008.1 JQ702745.1 GU797785.1 OL638814.1 OL638588.1 MZ920455.1 MN687288.1 MN687135.1 MN150712.1 MF114221.1 KY399162.1 
K1b1a1+199,5,JQ705225.1 GU722600.1 OQ707135.1 MT588243.1 MF523173.1 
K1b1a1a,18,KF161067.1 JX153865.1 JX153706.1 JX153378.1 JX153356.1 JX152901.1 JX152882.1 JX091694.1 JQ705685.1 JQ704057.1 JQ702919.1 JQ702168.1 JQ701895.1 KF162711.1 KF048032.1 MF523013.1 KF162474.1 LS998727.1 
K1b1a1b,2,JQ702752.1 MK059650.1 
K1b1a1c,11,KF161232.1 JQ702304.1 GU361772.1 OP682576.1 OP682085.1 MZ921142.1 MZ920464.1 KF162683.1 MW010367.1 MW010366.1 KX530932.1 
K1b1a1c1,2,KC158584.1 EU239477.1 
K1b1a1d,0,
K1b1a1d1,3,JX891380.1 JX154012.1 JX153429.1 
K1b1a2,7,EF177415.1 JQ703194.1 OP682639.1 OP681887.1 OP681884.1 MZ920959.1 EU714300.1 
K1b1b,1,DQ301800.1 
K1b1b1,5,KC847159.1 AY495260.1 JQ703412.1 MN016956.1 KY399156.1 
K1b1c,30,KT698038.1 KT698037.1 KT698035.1 KT698029.1 KT698027.1 KT697998.1 KP744017.1 KM101710.1 KC911572.1 KC878717.1 KC878716.1 JX273293.1 JX153719.1 JX152834.1 JQ703003.1 HM852883.1 HM852812.1 GU455378.1 OR438579.1 OL638811.1 MZ386804.1 KF162621.1 MF362948.1 MF362946.1 MF362778.1 EU600370.1 KY410033.1 KY409920.1 KY409654.1 KY409415.1 
K1b2,2,MG428997.1 MK217176.1 
K1b2a,20,JX153399.1 JQ705467.1 JQ705257.1 JQ703378.1 JQ703033.1 HM852763.1 GU362081.1 MG429024.1 MZ387419.1 MT554202.1 MT554201.1 MT554200.1 MF523211.1 MF523130.1 MF523112.1 EU855118.1 MK059687.1 MK059560.1 KF161883.1 KF161857.1 
K1b2a1,13,KT749792.1 KT749787.1 KT749786.1 KM101865.1 KJ856831.1 JQ703969.1 JN581652.1 HQ000094.1 MZ387576.1 FJ348210.1 MK617220.1 MF497522.1 MF497512.1 
K1b2a1a,7,JQ705289.1 KF162842.1 MG646180.1 KF162638.1 KF162144.1 KF161910.1 KF161763.1 
K1b2a1a1,5,JQ705519.1 JQ705246.1 JQ705103.1 JQ702926.1 MF686412.1 
K1b2a2,20,KT698004.1 KJ856840.1 KJ856838.1 KJ856836.1 KJ856823.1 KJ856772.1 KJ856701.1 KJ801424.1 KC878718.1 KF162900.1 JQ774501.1 JQ705736.1 JQ705044.1 MH120461.1 JQ702849.1 OR438521.1 MG334263.1 MN699931.1 KF163028.1 EU372659.1 
K1b2a2a,6,KT821555.1 KP419691.1 JQ702636.1 JQ702325.1 MN977126.1 EU849091.2 
K1b2a3,6,KT749780.1 JX273244.1 MH120689.1 JQ703021.1 ON383206.1 EU621708.1 
K1b2b,20,EF428259.1 KJ856815.1 JX273245.1 JQ820100.1 JQ705771.1 JQ703876.1 JQ703665.1 JQ703206.1 JQ702810.1 AF382005.1 HM775970.1 MG646116.1 MZ921144.1 MZ920716.1 MZ920665.1 MZ846679.1 MK059681.1 MK059665.1 MK059507.1 MH791487.1 
K1b2b1,3,KF161201.1 KC257396.1 JX153522.1 
K1c,0,
K1c1,68,MH605046.1 MH605043.1 KF161428.1 KU683274.1 KF162978.1 KT749801.1 KT749789.1 KT749788.1 MH492652.1 KP100791.1 KM101977.1 KM101918.1 EF177407.1 KC286594.1 JX273276.1 JX273248.1 JX153878.1 JX153548.1 JX152876.1 JQ705520.1 JQ705481.1 JQ705131.1 JQ705010.1 JQ704836.1 JQ703695.1 JQ702618.1 JQ702148.1 JQ702133.1 MG952859.1 MG952833.1 MG952832.1 MG952831.1 MG952830.1 MG952829.1 MG952826.1 MG952806.1 HQ108165.1 HQ011278.1 HM625702.1 GU936958.1 GU722602.1 GU585491.1 OR438542.1 MG646192.1 OM714771.1 OM714766.1 MZ921301.1 MZ920960.1 MZ920771.1 MZ920596.1 MZ847959.1 MZ847924.1 MZ387968.1 MZ387432.1 MN699933.1 MN516693.1 MN516670.1 MN516667.1 MN516663.1 MN516623.1 MN413230.1 MN176244.1 MG182522.1 MK059636.1 MK059520.1 KY670849.1 EU157918.1 KF161656.1 
K1c1a,2,AY882394.1 HM851442.1 
K1c1b,48,KU159394.1 KT892947.1 KM101768.1 KC866617.1 AY495251.1 AY495250.1 AY495243.1 JQ705869.1 JQ705781.1 AY195765.2 JQ703487.1 JQ703261.1 JQ703054.1 JQ702908.1 JQ702851.1 JQ702452.1 JQ702333.1 MG952836.1 HQ454119.1 HM594675.1 HM474856.1 GU371910.1 MZ847979.1 MZ847743.1 MZ847618.1 MZ847604.1 MZ847585.1 MZ847480.1 MZ847417.1 MZ847262.1 MZ847234.1 MZ847216.1 MZ847214.1 MZ847182.1 MZ847177.1 MZ846918.1 MZ846898.1 MZ846885.1 MZ846872.1 MZ846859.1 KF162399.1 MF103670.1 KF162373.1 KF162340.1 KF162308.1 KF181927.1 EU677421.1 KY409810.1 
K1c1c,20,KX079702.1 KR919601.1 KC763427.1 KC763425.1 KC170989.1 JX171127.1 JX171126.1 JX153615.1 JX153574.1 JX153567.1 JX153541.1 JX153261.1 JX153240.1 JX153201.1 JQ703860.1 JQ703696.1 KF162649.1 MF281543.1 EU753433.1 EU262720.1 
K1c1d,4,JQ705406.1 JQ703292.1 JF819714.1 KY083721.1 
K1c1e,9,JQ705772.1 MH120562.1 JQ702905.1 JQ702901.1 HM765466.1 GU123011.1 MG646131.1 MF166753.1 KY670895.1 
K1c1f,8,KF161150.1 AY495245.1 JX153577.1 MH120822.1 JQ703815.1 HQ398201.1 KY930470.1 KF161960.1 
K1c1g,4,KP150426.1 JQ703189.1 JQ702722.1 OL638937.1 
K1c1h,15,KF161498.1 KF161369.1 KF162960.1 KT763050.1 KF162896.1 JX153523.1 JX153393.1 KF736454.1 KF162802.1 JF813785.1 MN176264.1 MN176233.1 KY797235.1 MF765799.1 KY606941.1 
K1c1i,4,JX153990.1 JN897373.1 HM032895.1 MZ846534.1 
K1c2,69,KF162997.1 KF161284.1 KF161219.1 KT749808.1 DQ301797.1 KM101945.1 KM101839.1 KC980908.1 KC866616.1 JX154001.1 JX153966.1 JX153919.1 JX153764.1 JQ706028.1 JQ706007.1 JQ705994.1 JQ705821.1 JQ705317.1 JQ705178.1 JQ705173.1 JQ704951.1 JQ704904.1 JQ704737.1 JQ704729.1 JQ703679.1 JQ703200.1 JQ703159.1 JQ703124.1 JQ703095.1 JQ703067.1 JQ703044.1 JQ703019.1 JQ702977.1 JQ702944.1 JQ702861.1 JQ702632.1 JQ702555.1 JQ702129.1 MG952863.1 MG952847.1 JQ701845.1 KF729956.1 JN620369.1 HQ538516.1 HQ342147.1 HM625683.1 HM245922.1 HM149346.1 OM714701.1 MG592706.1 MZ847632.1 MZ847512.1 MZ847451.1 MZ847411.1 MZ846764.1 MZ846548.1 MZ386829.1 MZ386780.1 FJ608581.1 KF162571.1 KF162554.1 MF948152.1 KF162275.1 EU669889.1 EU664585.1 MK059684.1 MF929062.1 KF161808.1 KF161686.1 
K1c2a,3,JQ705291.1 JQ705122.1 GU323604.1 
K1+16362,48,JQ702852.1 OL638947.1 KY410056.1 KY409219.1 KY409209.1 KY409194.1 KY409100.1 KY409084.1 KY409083.1 KY409041.1 KY409040.1 KY409022.1 KY409012.1 KY408915.1 KY408883.1 KY408879.1 KY408814.1 KY408799.1 KY408786.1 KY408775.1 KY408770.1 KY408763.1 KY408760.1 KY408743.1 KY408734.1 KY408729.1 KY408718.1 KY408695.1 KY408693.1 KY408690.1 KY408677.1 KY408674.1 KY408640.1 KY408632.1 KY408623.1 KY408607.1 KY408593.1 KY408581.1 KY408579.1 KY408554.1 KY408546.1 KY408545.1 KY408544.1 KY408535.1 KY408522.1 KY408486.1 KY408373.1 KY408298.1 
K1d,4,KM047210.1 JQ704724.1 OR438575.1 MK059721.1 
K1d1,8,JX152800.1 JQ702883.1 JQ702254.1 KF162487.1 KF161990.1 KF161973.1 KY671098.1 KF161935.1 
K1e,2,JX293716.1 JQ705538.1 
K1e1,3,KT749809.1 EU073969.1 JQ705063.1 
K1f,1,EU810403.1 
K2,0,
K2a,37,AY495247.1 JX273273.1 AY495241.1 MH120784.1 JQ705611.1 JQ705452.1 JQ704879.1 JQ704822.1 JQ704625.1 JQ703752.1 JQ703726.1 KF162596.1 JQ703050.1 JQ702887.1 JQ702111.1 JQ701884.1 JN541065.1 HM194602.1 GU565530.1 OR066412.1 MG646249.1 MZ921333.1 MZ920349.1 MZ387949.1 MZ387651.1 MZ387645.1 MZ387315.1 MN699883.1 MN046564.1 MN046477.1 KF199874.1 KF162260.1 KF162149.1 KY782197.1 EU259094.1 EU130564.1 KY091897.1 
K2a1,1,JQ665461.1 
K2a1a,1,DQ301815.1 
K2a2,2,AY495246.1 KF408388.1 
K2a2a,22,HQ154135.1 MZ294947.1 MF437256.1 MF437251.1 MF437248.1 MF437238.1 MF437229.1 MF437225.1 MF437200.1 MF437199.1 MF437191.1 MF437172.1 MF437167.1 MF437161.1 MF437147.1 MF437146.1 MF437133.1 MF437110.1 MF437109.1 MF437100.1 MF437089.1 MF437063.1 
K2a2a1,15,DQ301804.1 KC757125.1 JX566771.1 MH120750.1 JQ705090.1 JQ703629.1 JQ703072.1 JQ702429.1 JQ701811.1 HQ914446.1 HM347598.1 OL638552.1 DQ301812.1 EU327986.1 KX711887.1 
K2a3,22,KT749778.1 KF161160.1 KM101834.1 KJ856802.1 KJ856676.1 AY495252.1 JX153914.1 JX153766.1 MH194581.1 JX153148.1 JQ704707.1 JQ703837.1 JQ703146.1 JQ703039.1 HQ658476.1 HQ189135.1 HM103361.1 HM103360.1 MZ920531.1 MZ387887.1 LS998719.1 KF162019.1 
K2a3a,2,JQ703540.1 KF162745.1 
K2a3a1,4,AY495249.1 JN867338.1 HQ246214.1 HM625707.1 
K2a4,7,AY495242.1 JX153185.1 JX153120.1 JQ705156.1 JQ702920.1 JQ664545.1 MW300848.1 
K2a5,15,KF161200.1 KJ445986.1 JX021502.1 JQ703318.1 JQ703018.1 KF162819.1 ON010029.1 KF450937.1 MN176272.1 MG009576.1 MF498706.1 KF162078.1 EU597528.1 KX675284.1 KX467262.1 
K2a5a,3,JQ704076.1 OL638721.1 MZ387570.1 
K2a5a1,6,KM101733.1 KJ735679.1 JQ704843.1 MZ921337.1 MN150713.1 EU718789.1 
K2a5b,8,KJ856739.1 KJ445985.1 KC911393.1 AY714017.1 JX273250.1 MN595894.2 MN595858.2 KF450930.1 
K2a6,48,KF161518.1 KF162975.1 KF161289.1 KT749799.1 KM267904.1 KM101766.1 KC861916.1 KC209782.1 JX414172.1 AY495248.1 AY495244.1 AY495240.1 AY495239.1 JX154039.1 JX154033.1 JX153924.1 JX153806.1 JX152934.1 JQ705805.1 JQ705301.1 JQ705073.1 JQ705059.1 JQ704662.1 JQ703534.1 JQ703521.1 JQ703300.1 JQ703049.1 JQ702417.1 JQ702373.1 HQ413155.1 HQ224515.1 HQ213857.1 KF162723.1 MZ435354.1 MZ387976.1 MZ387904.1 MZ387456.1 FJ644290.1 FJ492878.1 MN610416.1 KF424268.1 KF162231.1 KF162147.1 KF161954.1 KF161921.1 KF161807.1 KF161774.1 KF161755.1 
K2a7,6,JQ704912.1 JQ703136.1 JQ702640.1 JQ702380.1 MK059675.1 EU284177.1 
K2a8,18,KM102140.1 KM102133.1 KM102076.1 JQ705029.1 DQ282504.1 DQ282503.1 DQ282502.1 DQ282501.1 DQ282500.1 DQ282499.1 DQ282498.1 DQ282497.1 DQ282496.1 DQ282495.1 DQ282494.1 MZ387701.1 MZ387685.1 DQ282493.1 
K2a9,24,KT749816.1 KT749795.1 KT749793.1 KJ445984.1 KJ445983.1 JQ705829.1 JQ702282.1 JQ701808.1 MG773637.1 KF451579.1 KF451192.1 MN687113.1 KY410181.1 KY410080.1 KY410022.1 KY410010.1 KY409848.1 KY409809.1 KY409745.1 KY409592.1 KY409440.1 KY409332.1 KY409221.1 KY409030.1 
K2a10,7,KC257379.1 JX417188.1 JX153923.1 JQ703553.1 JQ702134.1 KF723709.1 KF030560.1 
K2a11,5,KP878219.1 JQ702771.1 HM804486.1 OP820437.1 EU884127.1 
K2b,1,HM103362.1 
K2b1,5,KT749783.1 JQ704070.1 MG646171.1 MW389260.1 MT079103.1 
K2b1a,23,KM102010.1 KC469897.1 JX273246.1 JQ703184.1 JQ703038.1 JQ701883.1 KF644446.1 MZ921246.1 MZ920687.1 MZ920607.1 MZ920520.1 MZ920504.1 MZ920428.1 MZ920273.1 MZ847941.1 MZ847903.1 MZ847756.1 MZ847482.1 MZ387553.1 MT079038.1 MK321345.1 MK321343.1 MK059619.1 
K2b1a1,19,KC907699.1 JX440337.1 JX153673.1 JX152899.1 JQ705469.1 JQ705092.1 JQ704004.1 JQ703859.1 JQ703767.1 JQ703066.1 JQ703001.1 JQ702754.1 JQ702487.1 JQ702033.1 MG952835.1 OL619887.1 MZ387877.1 EU825946.1 EU669888.1 
K2b1a1a,22,KU867603.1 KM101968.1 KM101901.1 JX153267.1 MH158238.1 JQ705327.1 JQ703375.1 JQ702805.1 JQ702394.1 JQ702131.1 JQ272844.1 JN409346.1 JN202493.1 JN107640.1 OP682274.1 OP682271.1 OP682234.1 OP682221.1 MZ921012.1 MZ920736.1 KF162648.1 KF161841.1 
K2b1a2,3,KJ735676.1 JX847130.1 JF497777.1 
K2b1a3,2,JQ704933.1 EU294321.1 
K2b1a4,8,KF161291.1 JX153873.1 JQ702075.1 KF162823.1 MK059585.1 KF161918.1 KF161816.1 KF161652.1 
K2b1b,10,KU188280.1 KT749810.1 JQ704900.1 JQ704064.1 MH120553.1 JQ703197.1 JQ703064.1 JQ702672.1 MG952788.1 KF162316.1 
K2b2,5,KC911571.1 JX273249.1 MG952785.1 KY408175.1 KY408159.1 
K2c,3,DQ301796.1 JX273247.1 KY409763.1 
K3,2,HM852886.1 MF362721.1 
U8c,3,KU534956.1 KC521459.1 MW209009.1 
B6,0,
B6a,57,KX457340.1 KX457284.1 KX457265.1 KX457259.1 KX457203.1 KX457180.1 KX457073.1 KX456565.1 MH553735.1 KT587644.1 KT587640.1 KT587637.1 KT587634.1 MH449323.1 MH449313.1 MH449181.1 MH449179.1 MH449160.1 MH449157.1 MH449156.1 MH449149.1 MH449128.1 MH449019.1 MH449014.1 MH449009.1 MH449006.1 MH448976.1 AY255136.2 OQ731947.1 ON983495.1 OL879892.1 MG273061.1 MG273058.1 MG273050.1 MG273049.1 MG272968.1 MG272671.1 MG272643.1 MN006869.1 KX457527.1 KX457525.1 KX457524.1 KX457523.1 KX457522.1 KX457520.1 KX457519.1 KX457518.1 KX457517.1 KX457515.1 KX457514.1 KX457513.1 KX457512.1 KX457511.1 KX457508.1 KX457506.1 KX457504.1 KX457465.1 
B6a1,10,KX457242.1 KX456637.1 KX456632.1 MH553902.1 ON983545.1 OL741987.1 OL505344.1 GQ119045.1 MG273016.1 KX457507.1 
B6a1a,34,KX457002.1 KX457000.1 KX456997.1 KX456586.1 JX289132.1 JX289129.2 AP012415.1 MG273035.1 MG272885.1 MG272879.1 MG272876.1 MG272869.1 MG272864.1 MG272831.1 MG272818.1 MG272810.1 MG272808.1 MG272804.1 MG272800.1 MG272799.1 MG272798.1 MG272795.1 MG272793.1 MG272792.1 MG272790.1 MG272786.1 MT419126.1 MT419124.1 MT419119.1 MT419111.1 MT419109.1 MT419104.1 MG272735.1 KX457631.1 
P,42,MH553805.1 MN849799.1 MN849678.1 MN849676.1 MN849673.1 MN849671.1 MN849653.1 MN849640.1 MN849639.1 MN849632.1 MN849630.1 MN849628.1 MN849593.1 MN849591.1 MN849579.1 MN849574.1 MN849553.1 MN849527.1 MN849522.1 MN849492.1 MN398674.1 MK165688.1 MK165669.1 KY797186.1 KY595669.1 KY595663.1 KY595659.1 KY595656.1 KY595655.1 KY595653.1 KY595651.1 KY595640.1 KY595635.1 KY595618.1 KY595617.1 KY595601.1 KY595589.1 KY595573.1 KY595572.1 KY595571.1 KY595569.1 KY595553.1 
P+16176,6,MK165678.1 MK165675.1 MK165666.1 KY595658.1 KY595608.1 KY595555.1 
P1,26,KJ446083.1 AY289086.1 AF347002.1 KF451086.1 MN849788.1 MN849741.1 MN849727.1 MN849669.1 MN849578.1 MN849552.1 MN849542.1 MN849534.1 MN849533.1 MN398756.1 MN398755.1 MN398750.1 MN398749.1 MN398747.1 MN398746.1 MN398745.1 MN398730.1 MN398729.1 MN398728.1 MN398727.1 MN398726.1 MN398725.1 
P1d,47,KJ676787.1 KJ676786.1 KJ676784.1 KJ676783.1 KJ676782.1 KJ676781.1 KJ446165.1 AY289092.1 KF451083.1 MN849866.1 MN849841.1 MN849807.1 MN849806.1 MN849784.1 MN849779.1 MN849590.1 MN849587.1 MN849583.1 MN849569.1 MN849568.1 MN849567.1 MN849559.1 MN849540.1 MN849529.1 MN849528.1 MN849525.1 MN849524.1 MN849520.1 MN849516.1 MN849514.1 MN849511.1 MN398762.1 MN398735.1 MN398724.1 MN398723.1 MN398722.1 MN398721.1 MN398717.1 MN398716.1 MN398711.1 MN398710.1 MN398701.1 MN398700.1 MN398698.1 MN398679.1 MN398678.1 MK128857.1 
